Gene type	Gene name
lncRNA	CDKN2B-AS1
protein_coding	SH2D1A
lncRNA	MUC20-OT1
protein_coding	AMH
protein_coding	HSPA1B
lncRNA	MUC20-OT1
protein_coding	NCR1
protein_coding	H4C2
lncRNA	SNHG19
protein_coding	MBD3L5
protein_coding	H3C4
protein_coding	PLXNB2
protein_coding	MBD3L4
protein_coding	H1-2
protein_coding	MBD3L2
protein_coding	ARHGEF9
lncRNA	CFAP418-AS1
protein_coding	H2AC15
protein_coding	MBD3L3
protein_coding	OR2Z1
protein_coding	OR7G2
lncRNA	STUB1-DT
protein_coding	OR4F17
protein_coding	TM9SF4
protein_coding	NLRP7
protein_coding	HCN2
protein_coding	PSPN
protein_coding	SDHAF1
lncRNA	LINC01605
protein_coding	TAMM41
protein_coding	LYPD3
protein_coding	H4C12
protein_coding	SIGLEC14
lncRNA	ZNF503-AS2
protein_coding	KLK4
lncRNA	ADIRF-AS1
protein_coding	SGCG
protein_coding	CEP192
protein_coding	GARRE1
protein_coding	LSM14A
protein_coding	MUC20
protein_coding	MUC4
lncRNA	LINC02195
protein_coding	MUC4
protein_coding	CCDC8
protein_coding	ZSCAN4
protein_coding	FEM1A
lncRNA	SUNO1
protein_coding	IFNGR2
protein_coding	TMTC4
lncRNA	LINC02132
protein_coding	VAMP7
lncRNA	LINC01151
lncRNA	MTUS1-DT
lncRNA	PLA2G4C-AS1
lncRNA	LINC02124
protein_coding	ZC3H4
protein_coding	CDK5RAP1
lncRNA	DOCK8-AS2
protein_coding	MRPS6
protein_coding	EFNA2
protein_coding	SDF2L1
lncRNA	LINC00240
protein_coding	IFNL4
protein_coding	BRD1
protein_coding	KIR2DS4
lncRNA	LINC02131
protein_coding	U2AF1
lncRNA	RAET1E-AS1
snRNA	RNVU1-19
protein_coding	PPIAL4A
lncRNA	LINC02560
protein_coding	NUP58
lncRNA	ZNF132-DT
protein_coding	SIGLEC16
protein_coding	RBBP7
lncRNA	LINC02018
lncRNA	EBLN3P
lncRNA	LINC02941
lncRNA	LINC02984
transcribed_unprocessed_pseudogene	OR7A2P
protein_coding	MUC20
protein_coding	ME2
protein_coding	KIF26B
lncRNA	LINC02346
protein_coding	USP18
protein_coding	COG3
lncRNA	UST-AS2
lncRNA	LINC00709
lncRNA	TBILA
protein_coding	GCSAM
lncRNA	CCDC26
lncRNA	ZNF503-AS1
lncRNA	DPH6-DT
lncRNA	FOXP4-AS1
lncRNA	MAPK8IP3-AS1
protein_coding	SLC9C1
lncRNA	SIGLEC5
protein_coding	CEBPA
lncRNA	LINC02853
protein_coding	ITSN1
protein_coding	GATA1
lncRNA	SNX30-DT
protein_coding	RELCH
protein_coding	RRAGB
lncRNA	LINC02651
protein_coding	PANX2
lncRNA	CERNA1
lncRNA	LNCAROD
protein_coding	GAPDHS
lncRNA	OIP5-AS1
lncRNA	PHACTR2-AS1
protein_coding	NKX2-2
protein_coding	CHD6
lncRNA	LINC02189
protein_coding	SNX12
protein_coding	SGSM3
protein_coding	ACTL9
protein_coding	AKT3
lncRNA	LINC02487
protein_coding	RPS21
lncRNA	LINC00838
protein_coding	ZDHHC9
lncRNA	LCMT1-AS2
lncRNA	NEBL-AS1
lncRNA	LINC02129
lncRNA	TSBP1-AS1
lncRNA	FENDRR
protein_coding	SDCCAG8
protein_coding	CAB39L
lncRNA	ADAM7-AS1
transcribed_processed_pseudogene	BIRC8
lncRNA	LINC02192
lncRNA	BIRC8
lncRNA	LINC02538
lncRNA	CELF2-DT
lncRNA	CASC11
lncRNA	CSNK1G2-AS1
protein_coding	NINL
lncRNA	LINC02670
miRNA	MIR640
lncRNA	MUC20-OT1
protein_coding	RAB27B
lncRNA	LINC01801
lncRNA	MUC20-OT1
lncRNA	LINC02138
protein_coding	CPLX4
lncRNA	PVT1
protein_coding	UTP14C
lncRNA	ZSCAN16-AS1
protein_coding	PDS5B
lncRNA	SFTA1P
protein_coding	TGIF1
lncRNA	CYLD-AS1
protein_coding	TMSB15A
lncRNA	DPP9-AS1
protein_coding	MTMR1
lncRNA	LINC00663
protein_coding	NDUFAF5
lncRNA	MUC20-OT1
lncRNA	LINC02633
lncRNA	TDRD6-AS1
lncRNA	LINC01355
protein_coding	ARHGAP28
lncRNA	MCHR2-AS1
protein_coding	HNRNPR
lncRNA	LINC00504
lncRNA	VIM-AS1
protein_coding	MSX1
protein_coding	GPR78
lncRNA	LINC00863
lncRNA	ODF2-AS1
protein_coding	MUC20
protein_coding	TFDP1
protein_coding	MUC20
protein_coding	E2F2
protein_coding	MUC4
protein_coding	ID3
protein_coding	MUC4
protein_coding	FFAR2
lncRNA	ZNF22-AS1
lncRNA	ZNF436-AS1
lncRNA	RUSF1-DT
lncRNA	SNHG21
lncRNA	TDRG1
protein_coding	CTDP1
lncRNA	LINC02271
protein_coding	TCEA3
protein_coding	ZNF512B
lncRNA	VPS39-DT
protein_coding	ASAP3
lncRNA	SIGLEC10-AS1
lncRNA	PRPF31-AS1
lncRNA	LINC00474
lncRNA	LINC00951
protein_coding	UGT2B11
protein_coding	MUC4
protein_coding	NAA11
protein_coding	TAF1
lncRNA	A1BG-AS1
protein_coding	GK2
protein_coding	LIPE
lncRNA	TLX1NB
lncRNA	PLCE1-AS1
protein_coding	CIB3
lncRNA	C10orf71-AS1
lncRNA	LINC01216
lncRNA	LINC01218
lncRNA	EMX2OS
lncRNA	COL25A1-DT
lncRNA	LINC02503
lncRNA	ZNF30-AS1
lncRNA	TACR3-AS1
protein_coding	TRAM1L1
protein_coding	OR10H5
lncRNA	CEBPA-DT
lncRNA	PARM1-AS1
protein_coding	DSTN
lncRNA	LINC00865
protein_coding	PDHA2
protein_coding	BTG3
lncRNA	LINC02262
lncRNA	BSG-AS1
protein_coding	RBM10
lncRNA	NDNF-AS1
lncRNA	DM1-AS
lncRNA	LINC03025
protein_coding	MUC20
protein_coding	KCNJ6
protein_coding	SIAH3
lncRNA	GLIDR
processed_pseudogene	COX7A2P2
lncRNA	LETR1
lncRNA	ICAM4-AS1
protein_coding	HMGB1
protein_coding	PDXK
protein_coding	SMARCB1
protein_coding	BDH1
lncRNA	PSG8-AS1
protein_coding	TXNL1
protein_coding	ABHD12
protein_coding	CTSO
protein_coding	ASIC5
protein_coding	TDO2
protein_coding	DCHS2
lncRNA	LINC02512
lncRNA	FRG1-DT
lncRNA	LINC01264
lncRNA	WWC2-AS1
lncRNA	LINC01838
lncRNA	LINC02477
protein_coding	CLDN24
lncRNA	C10orf95-AS1
protein_coding	MIPEP
lncRNA	LINC02514
lncRNA	LINC02430
protein_coding	PAPOLB
lncRNA	LINC02870
lncRNA	MINCR
lncRNA	LINC01262
lncRNA	FRG1-DT
protein_coding	PHF5A
transcribed_processed_pseudogene	HSP90AA4P
lncRNA	LINC01235
protein_coding	UGT2A3
lncRNA	LINC02496
protein_coding	UGT2B10
lncRNA	LINC02437
lncRNA	GPM6A-DT
protein_coding	UGT2B15
protein_coding	KREMEN1
miRNA	MIR573
protein_coding	TMPRSS11E
protein_coding	RPS3A
lncRNA	LINC01176
protein_coding	YTHDC1
protein_coding	PRDM9
protein_coding	SAT1
protein_coding	SH3D19
lncRNA	LINC01622
lncRNA	SYNPO2L-AS1
protein_coding	GTF3A
unprocessed_pseudogene	DEFB108A
protein_coding	TRIL
lncRNA	FAM66E
protein_coding	RBBP8
lncRNA	LINC00963
protein_coding	RAB22A
protein_coding	ALG5
lncRNA	LINC00710
lncRNA	FAM138F
protein_coding	ENAM
lncRNA	CACTIN-AS1
protein_coding	UTP3
protein_coding	MX2
protein_coding	USP17L10
protein_coding	USP17L11
lncRNA	LINC01194
protein_coding	USP17L12
protein_coding	TRIOBP
protein_coding	DOK5
protein_coding	USP17L13
protein_coding	USP17L17
protein_coding	USP17L18
protein_coding	USP17L23
protein_coding	USP17L5
lncRNA	LINC02865
protein_coding	USP17L27
protein_coding	USP17L28
protein_coding	USP17L29
protein_coding	USP17L30
protein_coding	PLXNA3
protein_coding	USP17L20
protein_coding	USP17L21
protein_coding	USP17L22
protein_coding	USP17L24
protein_coding	USP17L25
protein_coding	USP17L26
lncRNA	LINC01060
protein_coding	USP17L19
unprocessed_pseudogene	USP17L6P
lncRNA	MAD2L1-DT
protein_coding	TTLL9
lncRNA	LINC00997
lncRNA	DANCR
lncRNA	POLG-DT
lncRNA	VSTM2A-OT1
protein_coding	RRP1
lncRNA	LINC02529
protein_coding	IL2
protein_coding	N4BP2L2
lncRNA	LUARIS
protein_coding	MAP1LC3A
protein_coding	LIMK2
lncRNA	MUC20-OT1
lncRNA	LINC00905
lncRNA	DNAH8-DT
lncRNA	LINC03012
lncRNA	BBS7-DT
lncRNA	LINC02893
protein_coding	TWSG1
lncRNA	FRG1-DT
protein_coding	HTN1
lncRNA	FAM225A
protein_coding	FRG1
protein_coding	STATH
lncRNA	DOCK4-AS1
lncRNA	SSTR5-AS1
protein_coding	HTN3
protein_coding	CLDN22
lncRNA	LINC02178
lncRNA	SNHG6
protein_coding	PRELID3A
lncRNA	MICB-DT
protein_coding	HTN1
protein_coding	NONO
protein_coding	LPCAT1
protein_coding	POU4F2
protein_coding	USP17L15
lncRNA	PALLD-AS1
protein_coding	TAS2R3
protein_coding	IL21
protein_coding	CLPTM1L
protein_coding	PLCB4
lncRNA	UQCRB-AS1
protein_coding	RANBP1
protein_coding	TAS2R5
protein_coding	LPAR6
miRNA	MIR548D1
miRNA	MIR95
lncRNA	LINC01511
protein_coding	ZAR1L
protein_coding	SLC6A3
lncRNA	CA3-AS1
protein_coding	CPEB2
protein_coding	RNF152
lncRNA	HCG15
protein_coding	ABCG1
transcribed_processed_pseudogene	REXO1L1P
protein_coding	MUC20
lncRNA	HMGN3-AS1
protein_coding	MUC4
lncRNA	CFAP58-DT
protein_coding	KCTD1
protein_coding	ASIC5
lncRNA	LINC01450
protein_coding	TAS2R38
protein_coding	LMF2
lncRNA	LINC02957
protein_coding	PROP1
lncRNA	CEP72-DT
protein_coding	CEP72
protein_coding	SLC9A3
miRNA	MIR25
miRNA	MIR93
miRNA	MIR106B
lncRNA	LINC02130
protein_coding	TAS2R4
lncRNA	LINC01233
protein_coding	TCF4
lncRNA	LINC02469
lncRNA	MAGI2-AS2
protein_coding	CCKAR
protein_coding	DOP1B
lncRNA	LINC00662
lncRNA	LINC01189
protein_coding	CTAGE6
protein_coding	TUBGCP3
protein_coding	SLC45A2
protein_coding	RRH
protein_coding	RXFP3
lncRNA	WAKMAR2
protein_coding	ADAMTS12
lncRNA	ST7-AS1
protein_coding	SMN2
processed_pseudogene	HSP90AB3P
lncRNA	LINC02647
lncRNA	AFAP1-AS1
protein_coding	DSPP
protein_coding	DEFB130A
lncRNA	LINC02915
miRNA	MIR335
protein_coding	GTF2H2
protein_coding	GJC3
protein_coding	PROP1
protein_coding	MIS18A
lncRNA	TMEM147-AS1
miRNA	MIR302D
miRNA	MIR302A
miRNA	MIR302C
protein_coding	PARVB
protein_coding	NDUFV3
lncRNA	FAM66B
lncRNA	hsa-mir-423
lncRNA	THBS1-AS1
protein_coding	OTOP1
lncRNA	RNF216-IT1
lncRNA	ZNF793-AS1
protein_coding	DNAJC30
lncRNA	SMCR2
protein_coding	CLDN3
protein_coding	TFF3
protein_coding	BLOC1S4
protein_coding	ABT1
protein_coding	BTN2A1
lncRNA	LINC01839
lncRNA	LINC02054
lncRNA	DACT3-AS1
protein_coding	KIF2B
lncRNA	HCG11
protein_coding	GBA3
protein_coding	TFF1
protein_coding	BTN1A1
lncRNA	MLIP-AS1
lncRNA	ZNF225-AS1
protein_coding	SERF1B
lncRNA	LINC01791
protein_coding	S100B
protein_coding	NAIP
lncRNA	DUSP5-DT
protein_coding	CSN2
lncRNA	GS1-24F4.2
protein_coding	NEUROG2
protein_coding	NPTXR
lncRNA	ILRUN-AS1
lncRNA	PRC1-AS1
protein_coding	TST
protein_coding	MCCC2
lncRNA	PDE6B-AS1
lncRNA	VPS33B-DT
protein_coding	PKNOX1
lncRNA	STXBP5-AS1
protein_coding	BDP1
lncRNA	RPL30-AS1
protein_coding	MUC20
TR_V_gene	TRBV7-9
protein_coding	PES1
protein_coding	CLRN2
lncRNA	UCA1
TR_V_gene	TRBV12-3
lncRNA	MUC20-OT1
protein_coding	ATOH1
lncRNA	FAM85B
protein_coding	SMN1
protein_coding	GRXCR1
lncRNA	LINC01082
lncRNA	LINC02383
protein_coding	TRIM75
lncRNA	LINC02662
miRNA	MIR590
protein_coding	PURB
lncRNA	CTBP1-AS
lncRNA	LINC02197
protein_coding	SERF1A
lncRNA	LINC02600
protein_coding	ADRA2C
lncRNA	ZNF566-AS1
protein_coding	CXXC4
protein_coding	UGGT2
protein_coding	CCDC182
lncRNA	SORBS2-AS1
protein_coding	DYNLT2
protein_coding	PTTG2
protein_coding	SON
TR_C_gene	TRBC1
lncRNA	UCHL1-DT
protein_coding	OR1D5
unprocessed_pseudogene	OR1E3
miRNA	MIR22
lncRNA	MAP3K5-AS2
lncRNA	FARS2-AS1
lncRNA	FLNC-AS1
protein_coding	SPPL2C
lncRNA	MAPT-IT1
protein_coding	STH
lncRNA	MPRIP-AS1
lncRNA	LINC02658
protein_coding	GEMIN8
lncRNA	FBXW7-AS1
lncRNA	MIR7-3HG
unprocessed_pseudogene	MUC4
lncRNA	PSMB1
lncRNA	FOXC2-AS1
protein_coding	C21orf91
protein_coding	SPEM3
protein_coding	FAM120B
protein_coding	ZAR1
lncRNA	NUP153-AS1
protein_coding	TAS2R39
protein_coding	TAS2R40
protein_coding	GUCY2D
protein_coding	TAS2R60
protein_coding	TAS2R41
protein_coding	CTAGE15
protein_coding	DLL1
protein_coding	BORCS6
lncRNA	LINC01624
protein_coding	OR9A4
protein_coding	VPS26C
protein_coding	LHFPL3
lncRNA	HCG11
protein_coding	MYH8
protein_coding	NDFIP2
protein_coding	OR6B1
protein_coding	FERD3L
protein_coding	OR2A42
protein_coding	OR2A1
transcribed_processed_pseudogene	GABARAPL3
protein_coding	OR2A5
protein_coding	MYH4
lncRNA	LINC00529
protein_coding	OR2A25
transcribed_unprocessed_pseudogene	RHPN2P1
protein_coding	OR2A12
lncRNA	FAM167A-AS1
protein_coding	OR2A14
lncRNA	ZFP28-DT
lncRNA	FAM53B-AS1
protein_coding	SHH
protein_coding	BTK
lncRNA	LINC00244
lncRNA	RNF32-AS1
protein_coding	SF3A1
protein_coding	CARS2
lncRNA	CASC2
protein_coding	PSAPL1
lncRNA	CDRT7
lncRNA	CTBP1-DT
lncRNA	LINC02949
protein_coding	UBE2G2
protein_coding	EEFSEC
protein_coding	MUC17
lncRNA	LINC00919
lncRNA	NEURL1-AS1
protein_coding	CDC45
protein_coding	HOXA13
lncRNA	LINC01013
unprocessed_pseudogene	POM121B
protein_coding	DTD1
protein_coding	FAM3B
lncRNA	NARF-IT1
lncRNA	PPP1R3B-DT
protein_coding	FZD9
miRNA	MIR218-1
lncRNA	LINC02180
protein_coding	ABCB5
lncRNA	KCNIP4-IT1
lncRNA	FAM138D
protein_coding	PPEF2
protein_coding	PRELID3B
unprocessed_pseudogene	DDX11L8
lncRNA	LINC02536
protein_coding	PTPRK
protein_coding	FRG1
protein_coding	GET1
lncRNA	ZKSCAN2-DT
lncRNA	LINC00920
protein_coding	SLC15A5
lncRNA	LINC02649
lncRNA	ATP2A1-AS1
lncRNA	LINC00917
protein_coding	COMMD7
lncRNA	ADARB2-AS1
lncRNA	hsa-mir-1253
transcribed_processed_pseudogene	SYT14P1
lncRNA	PCAT19
protein_coding	OR2F2
protein_coding	EPX
protein_coding	PCCA
protein_coding	MID1
protein_coding	ZACN
protein_coding	LCA5L
protein_coding	KRT76
miRNA	MIR301A
miRNA	MIR132
miRNA	MIR212
lncRNA	LINC02461
lncRNA	GMDS-DT
protein_coding	KCNIP4
lncRNA	LINC01256
protein_coding	STK4
protein_coding	KRT2
lncRNA	LINC02183
protein_coding	HEXIM1
lncRNA	GNAO1-DT
lncRNA	LINC00665
protein_coding	ARL5C
lncRNA	SNRPA1-DT
lncRNA	PCSK6-AS1
lncRNA	C10orf67-AS1
protein_coding	PPP6R2
lncRNA	MIF4GD-DT
protein_coding	SDK1
protein_coding	MORC3
protein_coding	NAP1L5
lncRNA	FAM13A-AS1
protein_coding	POLR2A
lncRNA	LINC02435
lncRNA	LINC01091
protein_coding	THEMIS
lncRNA	PPP1R12A-AS2
lncRNA	EML2-AS1
lncRNA	CASC16
lncRNA	NR2F2-AS1
protein_coding	HCRT
protein_coding	SPDYE2B
protein_coding	KRT1
protein_coding	PROKR2
lncRNA	MIR124-1HG
protein_coding	SPDYE5
protein_coding	ASIC2
protein_coding	TNFRSF6B
protein_coding	TPH2
protein_coding	SPDYE11
protein_coding	ATP6AP1
protein_coding	GABPA
protein_coding	SPDYE15
lncRNA	LINC01531
protein_coding	SPDYE16
lncRNA	ST8SIA6-AS1
protein_coding	SPDYE17
lncRNA	LINC03015
protein_coding	KRT25
lncRNA	TSHZ3-AS1
protein_coding	TBX20
lncRNA	UGDH-AS1
protein_coding	FAM20C
lncRNA	LINC03014
protein_coding	KRT27
lncRNA	SMIM14-DT
protein_coding	KRT77
protein_coding	KRT28
protein_coding	ATG9B
lncRNA	LINC02919
lncRNA	LINC02650
protein_coding	SCN4A
protein_coding	TPX2
protein_coding	SLITRK2
lncRNA	LINC01480
protein_coding	ASZ1
lncRNA	LINC03022
protein_coding	MAP1LC3B2
lncRNA	LINC02646
lncRNA	LINC01571
protein_coding	RP1L1
protein_coding	HCCS
protein_coding	PINX1
lncRNA	LINC02498
lncRNA	CFTR-AS1
lncRNA	LINC02139
protein_coding	SPDYE6
protein_coding	CTAGE8
protein_coding	KRTAP17-1
protein_coding	KRT33B
protein_coding	CTAGE4
lncRNA	MIR23AHG
protein_coding	ARMC10
protein_coding	CDC14C
lncRNA	LINC02674
lncRNA	LNCPRESS2
protein_coding	KRT37
protein_coding	KCTD11
protein_coding	NAPEPLD
protein_coding	OR4D2
lncRNA	SUGT1P4-STRA6LP-CCDC180
protein_coding	MC2R
protein_coding	SPDYE21
miRNA	MIR657
miRNA	MIR338
lncRNA	MIR193BHG
protein_coding	OR9A1P
transcribed_unprocessed_pseudogene	DPY19L2P2
lncRNA	DPY19L2P2
protein_coding	SPDYE2
protein_coding	DTNA
lncRNA	ILF3-DT
protein_coding	SPDYE12
TR_C_gene	TRGC2
lncRNA	CASC19
miRNA	MIR451A
miRNA	MIR144
lncRNA	FAM157C
protein_coding	USH1G
protein_coding	OR1D2
lncRNA	LINC02534
protein_coding	NACA2
TR_C_gene	TRGC1
protein_coding	CLIC2
protein_coding	OR1E1
protein_coding	OR1E2
protein_coding	ABTB3
lncRNA	DDC-AS1
miRNA	MIR195
miRNA	MIR497
miRNA	MIR324
protein_coding	AGPAT3
protein_coding	GAB3
lncRNA	SORCS3-AS1
protein_coding	KRT34
protein_coding	OR1A2
miRNA	MIR148A
protein_coding	CD300LD
protein_coding	KRTAP3-3
protein_coding	DZIP1
protein_coding	KRTAP3-2
miRNA	MIR29A
miRNA	MIR29B1
protein_coding	KRTAP3-1
protein_coding	KRTAP1-5
protein_coding	KRTAP1-3
protein_coding	KRTAP1-1
protein_coding	KRTAP2-3
lncRNA	WEE2-AS1
protein_coding	KRTAP2-4
lncRNA	UBE2D3-AS1
protein_coding	KRTAP4-11
protein_coding	ANHX
protein_coding	KRTAP4-5
protein_coding	KRTAP4-4
protein_coding	ATG4A
lncRNA	CASC18
protein_coding	SSBP1
lncRNA	LINC01396
lncRNA	EWSAT1
lncRNA	GALNT7-DT
lncRNA	SYT15-AS1
protein_coding	SEPTIN14
protein_coding	TBC1D26
lncRNA	CASC8
protein_coding	AGK
lncRNA	TMC3-AS1
protein_coding	WEE2
protein_coding	CDK7
lncRNA	SAP30-DT
protein_coding	OR4F21
lncRNA	LINC01564
lncRNA	HSPA12A-AS1
lncRNA	LINC00940
lncRNA	CACNA1C-IT1
lncRNA	FAM27E3
lncRNA	SNAI3-AS1
protein_coding	BACE2
lncRNA	LINC02353
protein_coding	LRCH1
protein_coding	KRT38
protein_coding	KRT32
protein_coding	CCDC125
protein_coding	NME8
protein_coding	EDA
protein_coding	KRT36
protein_coding	KRT35
protein_coding	PTPRN2
protein_coding	IL31
lncRNA	CLIP1-AS1
protein_coding	OMG
protein_coding	AK6
protein_coding	SPATA13
protein_coding	ADAMDEC1
protein_coding	ZMYND8
lncRNA	ZSCAN5A-AS1
miRNA	MIR193A
protein_coding	TAF9
protein_coding	VSIG1
lncRNA	LINC02080
lncRNA	LINC01465
protein_coding	OR10AC1
lncRNA	ZNF32-AS2
lncRNA	LINC02604
protein_coding	CXADR
protein_coding	TLR7
protein_coding	EPYC
protein_coding	RAD17
protein_coding	KCND1
protein_coding	KRTAP2-1
protein_coding	KRTAP4-8
protein_coding	KRTAP1-4
miRNA	MIR182
miRNA	MIR96
miRNA	MIR183
transcribed_unprocessed_pseudogene	AQP7P3
lncRNA	ZEB1-AS1
lncRNA	TOLLIP-DT
protein_coding	KRTAP16-1
protein_coding	MUC5B
protein_coding	FAM20C
protein_coding	CHMP4C
protein_coding	EPOP
lncRNA	FAM157D
miRNA	MIR200C
miRNA	MIR141
lncRNA	LINC03015
lncRNA	PHLDA1-AS1
protein_coding	SLURP2
protein_coding	GDF11
lncRNA	LINC03014
protein_coding	CDADC1
transcribed_unprocessed_pseudogene	NSUN5P2
lncRNA	WDR11-DT
lncRNA	MUC5B-AS1
protein_coding	MUC5AC
protein_coding	SDR9C7
lncRNA	LINC02255
protein_coding	APOO
protein_coding	CLDN23
lncRNA	UBL7-DT
protein_coding	CEBPD
lncRNA	DNAH10OS
protein_coding	RBMXL2
transcribed_unprocessed_pseudogene	POLR2J4
protein_coding	FNTA
protein_coding	KPNA3
protein_coding	REP15
transcribed_unprocessed_pseudogene	SPDYE7P
protein_coding	FANCF
lncRNA	HMGA2-AS1
lncRNA	SPON1-AS1
lncRNA	LINC01559
lncRNA	RNF213-AS1
lncRNA	NUTM2B-AS1
protein_coding	KERA
protein_coding	MARVELD2
lncRNA	LINC02166
protein_coding	DONSON
transcribed_unprocessed_pseudogene	DPY19L2P2
protein_coding	CCL8
protein_coding	FJX1
protein_coding	CCL1
protein_coding	OR4C13
transcribed_unprocessed_pseudogene	NSUN5P1
lncRNA	NAV2-AS5
lncRNA	SERPINB9P1
protein_coding	HCAR2
protein_coding	CRYBA1
protein_coding	OCLN
protein_coding	HCAR3
protein_coding	SPDYE16
protein_coding	HCAR1
protein_coding	SEBOX
protein_coding	DTX2
lncRNA	LINC01595
protein_coding	OR5L2
protein_coding	GTF2H2
protein_coding	ANKRD33
protein_coding	OR5D14
protein_coding	MRPL57
lncRNA	LINC02707
protein_coding	OR5D13
lncRNA	ZNF667-AS1
lncRNA	CHN2-AS1
protein_coding	OR9Q1
lncRNA	NR4A1AS
protein_coding	OR4C16
protein_coding	SPDYE14
protein_coding	DLC1
lncRNA	CHASERR
protein_coding	CPB2
protein_coding	OR10W1
protein_coding	OR5B17
lncRNA	LINC02887
protein_coding	OR6C70
protein_coding	OR6C68
protein_coding	OR1G1
protein_coding	OR2W1
protein_coding	OR14J1
protein_coding	TRIM27
lncRNA	MMP25-AS1
lncRNA	CTNS-AS1
protein_coding	TRIM48
protein_coding	HASPIN
lncRNA	SLC17A6-DT
protein_coding	CFAP298
protein_coding	OR5I1
protein_coding	OR5W2
lncRNA	COPG2IT1
lncRNA	FAM106C
lncRNA	ZNF213-AS1
protein_coding	NAIP
miRNA	MIR129-1
protein_coding	OR2B3
protein_coding	EID3
protein_coding	KRTAP4-3
protein_coding	KRTAP4-2
protein_coding	KRTAP4-1
protein_coding	LST1
miRNA	MIR548C
protein_coding	KRTAP9-2
transcribed_processed_pseudogene	FABP5P3
lncRNA	FABP5P3
protein_coding	KRTAP9-3
protein_coding	KRTAP9-8
protein_coding	KRTAP9-4
protein_coding	OR5D16
protein_coding	KRTAP29-1
protein_coding	FIBIN
protein_coding	KRTAP9-6
lncRNA	LINC01616
protein_coding	OR5L1
protein_coding	KRTAP9-7
protein_coding	TBC1D3H
protein_coding	FGF3
lncRNA	LINC02644
protein_coding	SMN2
lncRNA	LINC02758
protein_coding	MPO
protein_coding	APOBEC3F
transcribed_unitary_pseudogene	SSPOP
protein_coding	PTPRQ
lncRNA	MADCAM1-AS1
protein_coding	OR2J3
unprocessed_pseudogene	HLA-H
protein_coding	MICB
protein_coding	DDI1
miRNA	MIR142
protein_coding	SERF1B
protein_coding	TYR
lncRNA	ZNF571-AS1
protein_coding	KRTAP4-6
protein_coding	NRG1
protein_coding	KRTAP4-9
protein_coding	KRTAP4-7
lncRNA	PRKAG2-AS2
protein_coding	TRIM10
protein_coding	KRTAP2-2
protein_coding	KRT26
protein_coding	FOXRED2
protein_coding	PPP1R3F
lncRNA	LINC02637
lncRNA	SLC7A11-AS1
protein_coding	LSS
protein_coding	MMP8
protein_coding	MUC21
lncRNA	LHFPL3-AS1
lncRNA	HCG15
protein_coding	TNF
lncRNA	FAM138E
protein_coding	OR11A1
lncRNA	ADGRA1-AS1
protein_coding	MOG
TR_V_gene	TRBV7-9
protein_coding	STK24
protein_coding	NOG
lncRNA	PDCD4-AS1
protein_coding	TRPV5
protein_coding	LHX5
protein_coding	GRIA3
protein_coding	KCNJ18
protein_coding	HEPHL1
lncRNA	ICA1-AS1
protein_coding	SOST
lncRNA	PKD1P6-NPIPP1
lncRNA	HOXA-AS2
protein_coding	KCTD17
lncRNA	HOTAIRM1
lncRNA	TRBV11-2
protein_coding	LLCFC1
lncRNA	HOXA10-AS
lncRNA	LLPH-DT
lncRNA	YPEL3-DT
lncRNA	HOXA11-AS
TR_C_gene	TRBC1
protein_coding	OR2AP1
lncRNA	CORO1A-AS1
protein_coding	OR6C2
protein_coding	TRPV6
lncRNA	LINC02697
miRNA	MIR492
lncRNA	LINC01224
miRNA	MIR613
lncRNA	LINC02197
lncRNA	LEF1-AS1
protein_coding	TENM4
protein_coding	OR6C4
protein_coding	BDP1
protein_coding	GNAT3
protein_coding	OR6C75
protein_coding	ZFP57
protein_coding	PRSS2
lncRNA	OR5V1
protein_coding	OR2J2
protein_coding	OR6C76
protein_coding	CRKL
protein_coding	ALG11
protein_coding	TBC1D3B
protein_coding	OR6C6
protein_coding	ATP1B4
protein_coding	PRSS1
protein_coding	NPVF
protein_coding	HLA-G
lncRNA	CD2BP2-DT
lncRNA	CDYL-AS1
transcribed_unprocessed_pseudogene	NCF1B
protein_coding	ARVCF
protein_coding	CABYR
lncRNA	LINC01166
protein_coding	PANX3
lncRNA	SCGB1B2P
lncRNA	LINC01410
lncRNA	KCNJ2-AS1
lncRNA	PRDM4-AS1
protein_coding	SPDYE3
lncRNA	TSPAN18-AS1
protein_coding	OR6V1
protein_coding	ASCL4
unprocessed_pseudogene	OR2J1
lncRNA	LINC00525
protein_coding	MCCC2
protein_coding	DHX16
protein_coding	SLC15A1
miRNA	MIR708
lncRNA	DTX2P1-UPK3BP1-PMS2P11
lncRNA	NQO2-AS1
miRNA	MIR326
protein_coding	GPR179
protein_coding	HSPA1B
protein_coding	GABBR1
lncRNA	LINC01168
protein_coding	OR9A2
protein_coding	OR6C3
lncRNA	FAM88B
protein_coding	GNL3L
protein_coding	KRT3
protein_coding	EPHB6
protein_coding	KRT4
lncRNA	NOP14-AS1
lncRNA	FEZF1-AS1
lncRNA	AFDN-DT
lncRNA	NRXN2-AS1
miRNA	MIR192
protein_coding	OR6C74
protein_coding	OR52R1
protein_coding	OR51G1
lncRNA	RRN3P2
protein_coding	OR51A2
protein_coding	H2AJ
protein_coding	OR52J3
protein_coding	RNF133
protein_coding	OR52E2
protein_coding	OR10P1
lncRNA	ZNF888-AS1
protein_coding	OR52E1
protein_coding	TAS2R16
protein_coding	SLC37A1
